info,people,score,title,words
1991 / 香港 / 剧情 喜剧 动作 犯罪,185848人评价,8.7,纵横四海 / 緃横四海 / Once a Thief[可播放],香港浪漫主义警匪动作片的巅峰之作。
2004 / 日本 / 剧情,95907人评价,9.1,无人知晓 / 誰も知らない / 谁知赤子心(港)  /  无人知晓的夏日清晨(台)[可播放],我的平常生活就是他人的幸福。
2016 / 美国 / 剧情 家庭,250268人评价,8.6,海边的曼彻斯特 / Manchester by the Sea / 情系海边之城(港)  /  海曼[可播放],我们都有权利不与自己的过去和解。
2013 / 英国 / 剧情 爱情 奇幻,251101人评价,8.7,时空恋旅人 / About Time / 时空旅恋人  /  回到最爱的一天(港)[可播放],把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
1990 / 美国 / 剧情 犯罪,159807人评价,8.8,教父3 / The Godfather: Part III / 教父第三集  /  教父 III[可播放],任何信念的力量，都无法改变命运。
1966 / 法国 英国 / 喜剧 战争,123733人评价,8.9,虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台)[可播放],永远看不腻的喜剧。
2010 / 美国 / 喜剧 动画 奇幻 冒险,228828人评价,8.8,玩具总动员3 / Toy Story 3 / 反斗奇兵3(港)  /  玩具的故事3[可播放],跨度十五年的欢乐与泪水。
1993 / 美国 / 剧情 犯罪,100220人评价,9.0,完美的世界 / A Perfect World / 强盗保镳[可播放],坏人的好总是比好人的好来得更感人。
2000 / 香港 / 剧情 爱情,292711人评价,8.6,花样年华 / 花樣年華 / In the Mood for Love[可播放],偷情本没有这样美。
2013 / 美国 / 剧情 传记 同性,225982人评价,8.7,达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台)[可播放],Jared Leto的腿比女人还美！
2004 / 美国 / 剧情 爱情,336107人评价,8.5,恋恋笔记本 / The Notebook / 深情日记  /  写我情真[可播放],爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
2016 / 美国 澳大利亚 / 剧情 传记 历史 战争,393975人评价,8.7,血战钢锯岭 / Hacksaw Ridge / 钢锯岭  /  钢铁英雄(台)[可播放],优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
1994 / 美国 / 剧情 爱情 西部 家庭,167057人评价,8.7,燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台)[可播放],传奇，不是每个人都可以拥有。
2015 / 中国大陆 / 纪录片,135240人评价,8.7,二十二 / Twenty Two  /  22[可播放],有一些东西不应该被遗忘。
1952 / 美国 / 喜剧 歌舞 爱情,108034人评价,9.0,雨中曲 / Singin' in the Rain / 雨中情  /  万花嬉春[可播放],骨灰级歌舞片。
1940 / 美国 / 剧情 战争 爱情,148056人评价,8.8,魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦[可播放],中国式内在的美国电影。
2006 / 日本 / 剧情 爱情 科幻 动画,216051人评价,8.6,穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo[可播放],爱上未来的你。 
2002 / 美国 / 喜剧 动画 冒险,325251人评价,8.5,冰川时代 / Ice Age / 冰河世纪  /  冰原历险记[可播放],松鼠才是角儿。
2001 / 美国 / 剧情 家庭,127121人评价,8.8,我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台)[可播放],爱并不需要智商 。
1996 / 英国 / 犯罪 剧情,280438人评价,8.5,猜火车 / Trainspotting / 迷幻列车(港)  /  定位的火车[可播放],不可猜的青春迷笛。 
2001 / 美国 / 冒险 剧情 科幻,224710人评价,8.6,人工智能 / Artificial Intelligence: AI / AI人工智慧[可播放],对爱的执着，可以超越一切。
2015 / 美国 / 喜剧 动画 冒险,283267人评价,8.7,头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台)[可播放],愿我们都不用长大，每一座城堡都能永远存在。
2012 / 美国 / 剧情 动作 西部 冒险,304917人评价,8.6,被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台)[可播放],热血沸腾，那个低俗、性感的无耻混蛋又来了。
2014 / 美国 / 剧情 音乐,281079人评价,8.6,爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
1997 / 日本 / 动画 奇幻 惊悚,121149人评价,8.9,未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,好的剧本是，就算你猜到了结局也猜不到全部。
1950 / 日本 / 犯罪 剧情 悬疑,151264人评价,8.7,罗生门 / 羅生門 / Rashomon[可播放],人生的N种可能性。
2016 / 日本 / 剧情 爱情 动画,603178人评价,8.4,你的名字。 / 君の名は。 / 你的名字  /  君之名[可播放],穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
2008 / 德国 / 剧情 惊悚,154291人评价,8.7,浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),世界离独裁只有五天。
2012 / 美国 / 喜剧 动画 奇幻 冒险,244107人评价,8.7,无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险[可播放],迪士尼和皮克斯拿错剧本的产物。
2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻,320273人评价,8.4,香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事[可播放],一个单凭体香达到高潮的男人。
1990 / 香港 / 犯罪 剧情 爱情,250525人评价,8.5,阿飞正传 / 阿飛正傳 / Days of Being Wild[可播放],王家卫是一种风格，张国荣是一个代表。
2008 / 美国 德国 / 剧情 爱情,307917人评价,8.5,朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭,192037人评价,8.8,房间 / Room / 不存在的房间(台)  /  抖室(港)[可播放],被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚,389274人评价,8.4,恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,不要企图在重复中寻找已经失去的爱。
2014 / 英国 美国 / 剧情 传记 战争 同性,305484人评价,8.6,模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏[可播放],他给机器起名“克里斯托弗”，因为这是他初恋的名字。
2004 / 中国大陆 香港 / 剧情 犯罪,151532人评价,8.7,可可西里 / Kekexili: Mountain Patrol[可播放],坚硬的信仰。
2015 / 瑞典 / 剧情,156508人评价,8.8,一个叫欧维的男人决定去死 / En man som heter Ove / 明天别再来敲门(台)  /  想死冇咁易(港)[可播放],惠及一生的美丽。
1987 / 日本 / 剧情,77117人评价,9.1,忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事[可播放],养狗三日，便会对你终其一生。
1989 / 日本 / 动画 奇幻 冒险,233433人评价,8.5,魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
2011 / 伊朗 法国 / 剧情 家庭,151914人评价,8.7,一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港)[可播放],只有有信仰的人才能说出事实真相。
2005 / 美国 法国 / 剧情 犯罪,198938人评价,8.6,战争之王 / Lord of War / 军火之王(台 / 港) ,做一颗让别人需要你的棋子。
1979 / 中国大陆 / 冒险 动画 奇幻,100347人评价,8.9,哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai[可播放],想你时你在闹海。
2016 / 意大利 / 剧情 喜剧,257703人评价,8.6,完美陌生人 / Perfetti sconosciuti / 完美谎情(港)  /  波动的信息分享[可播放],来啊，互相伤害啊！
2002 / 美国 德国 捷克 / 动作 悬疑 惊悚,226658人评价,8.5,谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台)[可播放],哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
1998 / 英国 / 犯罪 悬疑 惊悚,95080人评价,8.9,追随 / Following / 跟踪(台)  /  致命追踪,诺兰的牛逼来源于内心散发出的恐惧。
1991 / 台湾 / 剧情 犯罪,127558人评价,8.8,牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,弱者送给弱者的一刀。
2007 / 印度 / 剧情 儿童 家庭,101480人评价,8.9,地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的,天使保护事件始末。
2004 / 美国 德国 / 动作 悬疑 惊悚,188757人评价,8.6,谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台)[可播放],谁说王家卫镜头很晃？
2004 / 美国 德国 / 犯罪 剧情,197843人评价,8.6,撞车 / Crash / 冲击效应  /  冲撞[可播放],天使与魔鬼的冲撞。
2003 / 美国 澳大利亚 / 动作 科幻,187560人评价,8.6,黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪[可播放],不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
1960 / 美国 / 悬疑 惊悚 恐怖,101391人评价,8.9,惊魂记 / Psycho / 精神病患者  /  触目惊心[可播放],故事的反转与反转，分裂电影的始祖。
1993 / 香港 / 剧情 奇幻 古装,264082人评价,8.5,青蛇 / Green Snake,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
2000 / 美国 / 剧情,128994人评价,8.7,梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港)[可播放],一场没有春天的噩梦。
2015 / 日本 / 剧情 家庭,171036人评价,8.7,海街日记 / 海街diary / 海街女孩日记(港)  /  Kamakura Diary[可播放],是枝裕和的家庭习作。
2015 / 印度 / 剧情 喜剧 动作,212477人评价,8.5,小萝莉的猴神大叔 / Bajrangi Bhaijaan / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台)[可播放],宝莱坞的萝莉与大叔。
2013 / 美国 / 喜剧 爱情 音乐,207840人评价,8.5,再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生[可播放],爱我就给我看你的播放列表。
1992 / 香港 中国大陆 / 剧情 动作 武侠 古装,220569人评价,8.5,新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn[可播放],嬉笑怒骂，调风动月。
2008 / 日本 / 剧情 家庭,109343人评价,8.8,步履不停 / 歩いても 歩いても / 横山家之味(港)  /  步伐不停[可播放],日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
2011 / 美国 加拿大 / 科幻 悬疑 惊悚,463481人评价,8.4,源代码 / Source Code / 启动原始码(台)  /  危机解密(港),邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
1953 / 日本 / 剧情 家庭,61744人评价,9.2,东京物语 / 東京物語 / 东京故事  /  Tokyo Story[可播放],东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
1991 / 美国 法国 / 动作 科幻,166783人评价,8.6,终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判[可播放],少见的超越首部的续集，动作片中的经典。
2010 / 泰国 / 剧情 喜剧 爱情,541143人评价,8.3,初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事[可播放],黑小鸭速效美白记。
2006 / 中国大陆 香港 / 喜剧 犯罪,377506人评价,8.3,疯狂的石头 / Crazy Stone,中国版《两杆大烟枪》。
1931 / 美国 / 喜剧 剧情 爱情,54585人评价,9.2,城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt[可播放],永远的小人物，伟大的卓别林。
1999 / 美国 / 犯罪 剧情 奇幻 悬疑,125119人评价,8.7,绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里[可播放],天使暂时离开。
2013 / 美国 / 剧情 爱情,139664人评价,8.8,爱在午夜降临前 / Before Midnight / 爱在午夜希腊时(台)  /  情约半生(港)[可播放],所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
2009 / 美国 德国 / 剧情 犯罪,256953人评价,8.5,无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港)[可播放],昆汀同学越来越变态了，比北野武还杜琪峰。
1991 / 美国 法国 / 犯罪 剧情 惊悚,121377人评价,8.7,末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,没有了退路，只好飞向自由。
2007 / 日本 / 动画 剧情 爱情,355445人评价,8.3,秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分[可播放],青春就是放弃和怀念。
2007 / 美国 / 剧情 科幻,212884人评价,8.5,这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴[可播放],科幻真正的魅力不是视觉效果能取代的。 
1996 / 美国 / 动作 冒险,161913人评价,8.6,勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务[可播放],类型片的极致。 
1982 / 美国 / 剧情 科幻,181131人评价,8.5,E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人[可播放],生病的E.T.皮肤的颜色就像柿子饼。
1997 / 美国 / 动作 科幻 犯罪 惊悚,243619人评价,8.4,变脸 / Face/Off / 夺面双雄[可播放],当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
1988 / 法国 美国 意大利 / 剧情 爱情,115911人评价,8.7,碧海蓝天 / Le grand bleu / 碧海情深  /  夜海倾情,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
2013 / 美国 英国 / 科幻 悬疑 惊悚,224184人评价,8.4,彗星来的那一夜 / Coherence / 相干性  /  相干效应[可播放],小成本大魅力。
1942 / 美国 / 剧情 爱情 战争,142380人评价,8.6,卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡[可播放],世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
1966 / 意大利 西班牙 西德 / 冒险 西部,61093人评价,9.1,"黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)[可播放]",最棒的西部片。
1971 / 英国 美国 / 犯罪 剧情 科幻,210340人评价,8.5,发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,我完全康复了。
2015 / 美国 / 剧情 传记,150891人评价,8.8,聚焦 / Spotlight / 焦点追击(港)  /  惊爆焦点(台)[可播放],新闻人的理性求真。
2006 / 美国 德国 / 剧情 惊悚 冒险,160124人评价,8.6,血钻 / Blood Diamond / 血腥钻石  /  滴血钻石[可播放],每个美丽事物背后都是滴血的现实。
1999 / 美国 / 剧情 爱情 家庭,211434人评价,8.5,美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台)[可播放],每个人的内心都是深不可测的大海。 
2009 / 英国 德国 法国 / 剧情 喜剧 音乐,181801人评价,8.6,海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波[可播放],生命不止，摇滚不死。
2010 / 英国 澳大利亚 美国 / 剧情 传记 历史,388650人评价,8.3,国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台)[可播放],皇上无话儿。
1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚,138408人评价,8.6,非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯[可播放],我不信仰上帝，但我敬畏上帝。
2007 / 美国 / 冒险 传记 剧情,145627人评价,8.6,荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台)[可播放],出门必备：本草纲目。
2001 / 美国 / 动作 历史 战争,140319人评价,8.6,黑鹰坠落 / Black Hawk Down / 黑鹰降落  /  黑鹰计划[可播放],还原真实而残酷的战争。
2011 / 韩国 / 剧情 爱情,70317人评价,9.0,我爱你 / 그대를 사랑합니다 / 爱你  /  爱，是一生相伴(台)[可播放],你要相信，这世上真的有爱存在，不管在什么年纪 
1996 / 美国 英国 / 爱情 剧情 战争,193338人评价,8.5,英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港)[可播放],"In memory, love lives forever..."
1997 / 美国 / 剧情 科幻 惊悚,106968人评价,8.7,千钧一发 / Gattaca / 变种异煞  /  自然人[可播放],一部能引人思考的科幻励志片。
2007 / 美国 / 冒险 喜剧 剧情,155732人评价,8.5,遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台)[可播放],用剩余不多的时间，去燃烧整个生命。
1968 / 英国 美国 / 科幻 惊悚 冒险,114837人评价,8.7,2001太空漫游 / 2001: A Space Odyssey / 2001：星际漫游  /  2001：太空奥德赛[可播放],现代科幻电影的开山之作，最伟大导演的最伟大影片。
2000 / 美国 / 冒险 剧情,159143人评价,8.5,荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港)[可播放],一个人的独角戏。
2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片,56845人评价,9.1,迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行[可播放],最美的飞翔。
2011 / 美国 / 剧情 运动 家庭,97951人评价,8.9,勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港)[可播放],热血沸腾，相当完美的娱乐拳击大餐。
1999 / 香港 / 剧情 动作 犯罪,115833人评价,8.7,枪火 / 鎗火 / The Mission,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
1996 / 日本 / 犯罪 剧情,116772人评价,8.6,燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru,现实与童话交相辉映的旅程。
2008 / 美国 / 剧情 传记,122166人评价,8.6,叫我第一名 / Front of the Class / 站在教室前  /  讲台前的我,乐观比一切都有力量。
2015 / 德国 瑞士 南非 / 剧情 冒险 家庭,66023人评价,9.0,海蒂和爷爷 / Heidi / 飘零燕(港)  /  海蒂[可播放],
2001 / 法国 美国 / 剧情 悬疑 惊悚,265065人评价,8.3,穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港),大卫·林奇的梦境迷宫。
2003 / 美国 德国 英国 / 剧情 犯罪 悬疑,113043人评价,8.6,大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线[可播放],捍卫人权只是信仰，一点不妨碍其行为的残忍。
